2023-01-28 19:08:07.998843,0
2023-01-28 19:32:31.101584,2
2023-01-28 22:19:15.420530,15
2023-01-28 22:23:39.538792,15
2023-01-28 22:28:18.109883,15
2023-01-28 22:37:38.584676,19
2023-01-28 22:46:17.739739,20
2023-01-28 23:17:09.605434,24
2023-01-28 23:34:33.435463,25
2023-01-28 23:48:50.981558,25
2023-01-29 10:19:59.712783,25
2023-01-29 14:26:16.218329,29
2023-01-29 23:00:51.266226,38
2023-01-29 23:23:44.969951,38
2023-01-30 10:22:47.926682,41
2023-01-31 10:21:58.054593,46
2023-01-31 22:26:49.636590,47
2023-01-31 22:43:29.777605,47
2023-01-31 22:55:38.928307,47
2023-01-31 23:03:39.051837,47
2023-01-31 23:14:32.034412,47
2023-01-31 23:21:18.301462,47
2023-01-31 23:26:20.909441,47
2023-01-31 23:33:00.602395,47
2023-01-31 23:53:49.522795,47
2023-02-01 00:01:22.511342,47
2023-02-01 10:22:46.229274,48
2023-02-01 22:58:38.434636,49
2023-02-02 00:31:47.224351,55
2023-02-02 00:37:56.714495,58
2023-02-02 00:49:39.337395,58
2023-02-02 00:59:17.239627,58
2023-02-02 01:04:37.754720,58
2023-02-02 10:22:03.836281,68
2023-02-02 21:58:02.731886,73
2023-02-02 22:57:07.731983,73
2023-02-02 23:09:09.446297,74
2023-02-02 23:29:19.147556,74
2023-02-03 10:22:35.169040,74
2023-02-03 15:17:39.744184,74
2023-02-03 15:56:23.431896,74
2023-02-03 16:05:32.059800,74
2023-02-03 16:12:27.084051,74
2023-02-03 22:28:40.547459,82
2023-02-03 22:33:00.744614,82
2023-02-03 22:43:08.612566,82
2023-02-03 22:51:15.195926,82
2023-02-03 22:57:04.761530,82
2023-02-04 01:08:41.924700,82
2023-02-04 10:20:49.136190,82
2023-02-05 10:20:31.748973,87
2023-02-05 22:06:59.539821,98
2023-02-05 22:17:44.822702,98
2023-02-05 22:26:46.810525,98
2023-02-06 10:23:14.574930,103
2023-02-06 14:47:01.409298,103
2023-02-07 10:22:20.595421,110
2023-02-08 10:24:53.620811,116
2023-02-09 10:22:07.599000,116
2023-02-10 10:24:14.726774,116
2023-02-11 10:21:01.094972,116
2023-02-12 10:21:22.503009,116
2023-02-13 00:07:59.015691,116
2023-02-13 10:23:57.528930,116
2023-02-14 10:24:07.343888,116
2023-02-15 10:23:38.133500,116
2023-02-16 10:23:26.025679,116
2023-02-17 10:23:28.791319,116
2023-02-17 17:31:43.222529,116
2023-02-17 17:34:03.867486,116
2023-02-17 17:40:57.915765,116
2023-02-17 17:45:07.717345,116
2023-02-17 17:51:25.279490,116
2023-02-18 10:21:11.429982,116
2023-02-18 17:22:04.094296,116
2023-02-18 17:26:46.037213,116
2023-02-18 17:33:07.338369,116
2023-02-19 00:07:38.399942,116
2023-02-19 10:21:37.870936,116
2023-02-20 10:25:00.159806,121
2023-02-21 00:27:05.362817,136
2023-02-21 10:23:38.399861,139
2023-02-22 10:23:52.225502,141
2023-02-23 10:23:21.613101,141
2023-02-23 23:37:48.863135,141
2023-02-23 23:42:17.203170,141
2023-02-24 00:06:23.543062,142
2023-02-24 00:13:05.150992,142
2023-02-24 00:16:04.066814,142
2023-02-24 00:20:11.013423,144
2023-02-24 00:24:40.161754,147
2023-02-24 10:18:11.449277,168
2023-02-24 10:23:43.716860,170
2023-02-25 10:21:32.558468,171
2023-02-26 10:22:00.123076,172
2023-02-26 11:51:43.643622,174
